Engine_Size_L,Horsepower,Weight_kg,Mileage_km_per_year,Fuel_Tank_Capacity,Age_of_Car,Service_Visits_Per_Year,Fuel_Type,Transmission,Car_Brand,Road_Type,Owner_Type,Fuel_Efficiency_kmpl
3.41,327,1041,13177,38.51,9,2,Petrol,Automatic,Toyota,Mixed,First,17.05
3.73,74,2445,6760,31.11,0,1,Diesel,Manual,Honda,Highway,First,33.46
3.3,266,1937,21202,46.85,0,4,Electric,Automatic,Hyundai,City,First,27.75
2.72,249,1618,10442,73.27,14,1,Electric,Automatic,BMW,City,Second,27.53
2.1,202,1101,29063,32.17,4,2,Electric,Manual,Ford,Mixed,Third,37.94
4.07,393,2099,24059,51.45,8,3,Petrol,Manual,Ford,City,Third,11.17
1.91,322,1919,28508,68.11,4,4,Electric,Automatic,Hyundai,City,First,31.48
3.77,334,2117,27165,77.66,3,4,Petrol,Manual,Toyota,City,Third,13.94
1.93,162,1500,19965,79.27,7,4,Petrol,Manual,Honda,City,Second,22.75
3.5,219,2183,8236,51.1,12,1,Electric,Automatic,Hyundai,City,Second,23.61
3.99,207,1087,20611,77.52,4,4,Electric,Manual,Honda,Mixed,First,31.16
1.87,277,953,27282,31.77,0,1,Petrol,Manual,Toyota,City,First,25.38
1.24,194,2393,13235,67.3,6,5,Electric,Automatic,BMW,Highway,Third,35.39
1.52,303,1222,20829,62.14,10,5,Diesel,Manual,Honda,City,Third,37.89
3.42,130,1649,13680,42.48,14,1,Petrol,Manual,Toyota,City,Third,16.06
4.4,376,849,25660,55.37,3,5,Petrol,Manual,Hyundai,Highway,First,19.25
1.18,335,2030,16340,36.48,9,2,Electric,Manual,BMW,Highway,First,36.06
3.94,203,1363,26107,73.58,4,2,Electric,Manual,BMW,City,First,29.34
2.37,387,1653,14148,47.89,12,5,Petrol,Manual,BMW,Mixed,Second,18.23
2.91,182,1682,15306,61.3,5,3,Petrol,Automatic,Ford,Highway,Third,21.05
4.72,260,1461,27028,37.94,12,1,Petrol,Manual,Toyota,Mixed,First,13.93
2.33,256,1364,22499,40.31,6,5,Electric,Manual,Honda,City,First,33.21
2.86,388,1012,23165,79.6,10,1,Petrol,Manual,Hyundai,City,First,18.51
1.05,158,1889,16018,67.65,1,5,Diesel,Automatic,BMW,Highway,Third,42.35
1.33,256,2055,23260,78.1,14,2,Diesel,Manual,BMW,Highway,Third,39.09
2.03,376,1610,26747,44.79,13,3,Electric,Automatic,BMW,Mixed,Second,31.24
1.11,201,1649,29916,38.23,14,1,Petrol,Automatic,Toyota,City,Second,22.74
3.53,192,2486,16142,55.15,0,3,Petrol,Automatic,Hyundai,Highway,Second,17.07
2.71,117,2143,24759,54.73,11,2,Diesel,Automatic,Toyota,Highway,Second,35.52
3.19,357,1960,24134,38.75,2,4,Petrol,Automatic,Hyundai,Highway,First,18.31
1.7,248,1680,14546,66.66,9,4,Electric,Manual,Honda,Mixed,Second,34.53
2.18,249,2470,8276,48.09,11,1,Electric,Manual,Ford,City,First,27.85
3.66,168,2389,21832,39.32,0,2,Electric,Manual,Hyundai,Highway,First,30.95
4.86,399,1888,26921,46.6,3,1,Petrol,Manual,Toyota,Highway,Third,13.94
1.2,103,2337,21008,58.18,5,1,Petrol,Automatic,Toyota,Highway,First,25.61
4.56,139,1955,9172,66.32,4,1,Diesel,Automatic,Toyota,City,Third,26.5
3.31,240,1133,18183,54.09,12,3,Diesel,Automatic,Ford,Mixed,Second,32.93
3.26,341,831,17836,56.28,10,5,Electric,Automatic,Hyundai,Mixed,Second,30.27
3.0,128,1667,13989,36.95,3,2,Petrol,Automatic,Hyundai,City,Third,18.2
1.28,250,1697,24880,75.73,6,3,Petrol,Automatic,Hyundai,Mixed,Third,23.99
1.36,88,2321,18740,76.44,12,5,Electric,Manual,Hyundai,Mixed,Second,35.08
3.4,295,2066,18102,64.17,10,1,Electric,Manual,BMW,Highway,First,29.25
2.36,164,2015,20357,30.88,10,4,Diesel,Manual,BMW,Mixed,First,35.52
4.67,366,1965,23566,56.85,5,3,Diesel,Manual,Toyota,Highway,Third,29.06
2.63,150,2483,20613,61.46,2,2,Electric,Automatic,BMW,Mixed,First,30.46
1.57,244,1400,8326,79.73,8,2,Petrol,Automatic,Hyundai,Highway,First,24.49
3.86,291,2384,5719,79.8,14,5,Diesel,Automatic,Hyundai,City,Second,23.32
2.17,172,2471,22906,72.88,4,3,Electric,Manual,BMW,City,Third,31.26
3.1,123,1787,28140,33.19,12,1,Petrol,Manual,Honda,Mixed,Second,19.74
3.79,252,2014,28011,77.66,9,5,Electric,Manual,Toyota,Highway,First,29.7
4.6,387,1972,6069,60.63,0,2,Petrol,Manual,Ford,City,First,10.0
4.17,390,1398,26946,70.04,12,3,Diesel,Manual,Toyota,City,Second,27.87
3.71,137,2239,12749,50.36,5,4,Petrol,Manual,Toyota,Mixed,First,16.02
3.72,97,1319,17935,45.98,4,1,Petrol,Automatic,Toyota,Highway,First,21.12
4.78,343,1668,9887,53.16,9,2,Electric,Manual,BMW,Highway,Second,25.18
2.18,351,815,26058,37.34,7,3,Petrol,Manual,Toyota,City,First,22.6
1.0,380,1929,16267,47.85,3,4,Diesel,Manual,Hyundai,Mixed,Second,38.54
2.09,188,1082,23540,72.88,11,2,Electric,Automatic,Toyota,City,Third,33.79
1.87,203,1927,12944,31.9,0,4,Electric,Manual,Hyundai,City,First,33.68
3.65,198,1160,20934,37.54,10,2,Electric,Manual,BMW,Mixed,First,31.04
3.53,77,2481,17747,36.26,1,5,Electric,Automatic,BMW,Mixed,Second,28.4
3.37,120,1858,15505,50.15,7,5,Electric,Manual,Toyota,Mixed,Third,30.53
1.06,350,912,18449,79.85,9,5,Electric,Manual,Hyundai,Highway,First,40.38
3.92,244,1107,16697,38.67,7,3,Electric,Automatic,Hyundai,Mixed,First,28.81
2.29,252,1758,9139,37.27,12,5,Diesel,Automatic,Hyundai,Mixed,Third,33.14
3.66,261,1876,20221,75.75,13,3,Diesel,Manual,Hyundai,City,First,28.61
3.23,318,1904,27013,74.1,4,1,Electric,Automatic,Ford,Mixed,Second,28.73
2.37,304,2439,12087,31.61,5,5,Petrol,Automatic,BMW,Mixed,Third,16.37
1.54,152,1633,26462,67.59,1,3,Electric,Manual,Hyundai,City,Third,37.28
1.38,162,2192,27789,62.77,10,2,Electric,Automatic,Ford,Highway,First,36.49
4.33,381,1041,28255,68.39,11,3,Electric,Automatic,Ford,Mixed,Third,26.3
4.67,337,830,5632,54.73,8,3,Petrol,Manual,BMW,City,Third,12.91
3.6,189,1503,7199,79.57,14,2,Diesel,Automatic,Honda,Highway,Third,32.1
1.41,140,1668,19548,32.19,5,3,Petrol,Manual,Toyota,Highway,First,27.92
2.61,86,2184,16255,41.72,11,2,Petrol,Automatic,BMW,Mixed,Third,18.36
3.92,322,1032,26737,49.83,8,4,Petrol,Automatic,Honda,Highway,First,18.78
4.12,191,2433,24294,52.49,10,5,Petrol,Manual,Toyota,Mixed,Third,13.41
1.47,79,1857,22006,76.07,9,1,Electric,Automatic,Toyota,Highway,Second,38.09
1.0,356,2066,11073,58.0,2,3,Diesel,Automatic,Toyota,Highway,Third,38.92
3.85,385,1750,21744,32.26,5,2,Petrol,Automatic,Ford,Highway,Third,15.83
2.43,395,858,15559,50.39,9,5,Diesel,Automatic,Hyundai,Mixed,Third,35.19
2.02,342,1570,27749,50.82,4,3,Electric,Automatic,Toyota,Highway,Second,35.55
1.05,375,2352,21097,78.27,8,5,Electric,Manual,Hyundai,City,Third,31.94
3.16,362,1901,13401,59.96,12,4,Diesel,Automatic,Toyota,City,Second,27.37
4.4,279,1517,16659,61.78,9,3,Electric,Manual,Ford,Highway,Second,28.25
4.83,287,1101,14122,65.66,14,2,Diesel,Automatic,Toyota,Mixed,Second,26.91
3.26,310,1602,18894,68.5,0,4,Petrol,Automatic,BMW,City,First,16.34
3.06,269,1696,25327,61.75,8,3,Electric,Manual,Honda,Highway,First,32.93
1.34,285,911,26253,41.86,4,5,Electric,Automatic,Toyota,City,Second,37.11
3.2,274,2236,29512,73.7,0,4,Diesel,Automatic,Honda,City,First,30.6
2.52,285,1116,5877,66.61,9,2,Electric,Automatic,Honda,City,Second,30.06
3.43,149,1968,18775,67.09,7,3,Petrol,Automatic,Ford,City,First,15.16
2.55,336,1467,26179,79.83,6,5,Electric,Manual,Honda,City,First,31.47
1.96,104,1489,29175,70.13,13,5,Electric,Manual,Ford,Highway,Third,38.57
1.38,358,2471,15691,71.46,5,4,Electric,Automatic,Toyota,City,First,29.58
2.26,87,817,21110,77.57,1,3,Diesel,Manual,Hyundai,Highway,First,44.68
1.39,234,2174,7523,37.56,4,5,Petrol,Manual,Ford,City,Third,20.81
1.71,82,1978,17543,54.89,2,4,Petrol,Automatic,Honda,Mixed,Second,23.76
4.95,271,2329,11270,59.03,1,1,Electric,Automatic,Honda,Highway,Third,23.54
2.78,298,1577,29967,46.46,13,5,Electric,Manual,Toyota,Mixed,First,31.35
3.13,70,1159,28007,71.97,9,4,Diesel,Manual,Ford,Mixed,First,38.03
4.49,388,1131,10088,68.12,0,1,Petrol,Manual,Toyota,City,Second,13.62
4.98,286,1327,12564,66.04,8,4,Electric,Manual,Ford,City,First,23.33
3.33,103,811,12066,79.86,1,5,Petrol,Manual,Hyundai,City,Third,21.87
4.25,335,1898,11545,42.97,12,1,Electric,Manual,BMW,City,Second,22.25
2.31,197,1011,7321,66.77,10,4,Electric,Automatic,Toyota,City,Third,32.11
2.22,281,1440,18132,57.57,0,3,Diesel,Automatic,Honda,Mixed,First,37.04
2.61,332,1082,29533,45.65,13,1,Petrol,Manual,Toyota,Mixed,Second,21.19
3.69,381,2018,29509,38.03,6,4,Petrol,Automatic,Ford,City,First,12.41
3.73,149,1579,13330,74.79,8,3,Electric,Automatic,Toyota,City,First,26.94
2.26,234,1853,13294,59.77,5,1,Electric,Manual,Hyundai,Highway,Third,34.93
1.53,321,1832,18553,71.25,7,4,Diesel,Manual,Ford,Highway,First,39.34
3.53,81,2132,10333,57.27,14,5,Electric,Manual,Honda,Mixed,Third,27.84
1.51,373,2268,12858,41.0,10,1,Petrol,Automatic,Honda,Mixed,First,18.06
3.31,281,2133,25703,46.88,6,1,Diesel,Manual,Ford,Mixed,Third,31.82
3.77,351,1476,10389,49.08,8,3,Petrol,Automatic,Hyundai,City,Third,12.53
3.8,181,1504,23232,78.65,6,4,Diesel,Automatic,Toyota,Mixed,Second,32.29
4.01,280,1225,8205,30.28,12,5,Petrol,Manual,BMW,Mixed,Second,15.3
4.49,308,1390,7161,79.28,5,3,Electric,Automatic,Honda,Mixed,First,24.83
3.0,337,890,22848,79.02,0,1,Petrol,Manual,Hyundai,Highway,First,24.39
3.92,367,1255,5643,79.81,8,3,Petrol,Manual,Hyundai,Mixed,Second,14.96
3.48,386,1243,19986,53.83,9,3,Diesel,Automatic,Hyundai,Mixed,Third,30.92
1.75,127,878,16628,78.19,4,3,Petrol,Manual,Toyota,Highway,Third,29.72
1.1,103,2298,10351,49.78,12,1,Electric,Manual,Hyundai,Mixed,Second,35.15
2.14,332,1726,9553,31.31,1,2,Diesel,Manual,Hyundai,City,Second,34.53
2.77,104,902,11518,41.22,14,3,Diesel,Manual,Ford,Highway,First,39.42
3.47,340,1422,10723,77.26,13,2,Petrol,Manual,Ford,Mixed,Third,15.62
4.4,296,2279,12946,30.69,11,5,Diesel,Manual,Hyundai,Highway,Second,27.7
1.78,94,1789,5610,57.3,10,5,Electric,Automatic,Hyundai,Mixed,Third,33.67
1.5,303,2137,9302,33.78,7,5,Petrol,Manual,Ford,Mixed,Third,20.86
4.85,128,2070,6543,44.32,12,4,Electric,Automatic,Toyota,Highway,Second,24.13
1.43,320,1033,6466,34.4,3,1,Petrol,Manual,Ford,City,Third,23.77
2.91,155,2417,14108,72.98,13,2,Petrol,Manual,Ford,Highway,First,18.42
3.34,320,1443,19656,59.55,2,4,Diesel,Automatic,Ford,City,Second,31.2
3.17,249,2058,11236,75.11,12,2,Diesel,Automatic,Ford,City,Third,27.96
1.34,276,1589,18719,64.42,0,1,Diesel,Manual,BMW,Highway,Second,42.64
1.23,218,1186,22565,78.55,4,3,Petrol,Manual,Honda,Mixed,Second,27.7
1.42,140,1646,23530,55.49,2,4,Diesel,Automatic,Toyota,City,Third,39.16
3.34,190,2434,23656,61.94,14,1,Electric,Automatic,Toyota,Highway,First,27.95
3.18,322,837,14043,58.82,3,4,Diesel,Automatic,Hyundai,Mixed,Second,34.72
1.93,162,1984,9536,54.21,14,5,Electric,Automatic,BMW,Mixed,Third,31.27
3.55,325,2285,22103,72.3,8,4,Diesel,Manual,Hyundai,Mixed,Second,29.33
4.28,323,2272,26064,62.23,10,3,Petrol,Automatic,Toyota,Highway,Second,12.84
1.17,357,1940,15206,70.07,13,3,Diesel,Manual,Toyota,Highway,Third,38.32
2.99,378,1040,24856,69.32,6,2,Electric,Automatic,Hyundai,Mixed,First,31.26
3.76,128,1849,8642,39.55,10,4,Electric,Manual,Honda,Mixed,Third,28.12
2.01,138,2471,17062,62.51,4,5,Diesel,Automatic,Hyundai,Mixed,Second,34.98
2.23,155,1361,21447,39.98,7,3,Electric,Manual,Honda,Mixed,First,35.99
3.45,343,1605,18055,59.17,5,2,Petrol,Automatic,Honda,Highway,First,17.83
4.59,296,1097,5559,63.87,9,5,Diesel,Automatic,Ford,Mixed,First,27.83
4.24,150,1604,28830,79.86,1,5,Electric,Automatic,Toyota,City,First,27.75
3.33,183,953,6733,31.53,6,5,Diesel,Automatic,Ford,City,Second,32.88
3.92,253,1531,13861,34.56,0,1,Diesel,Manual,Toyota,Highway,Third,34.46
2.46,349,2475,25278,33.85,2,3,Diesel,Automatic,Ford,City,Third,30.54
3.56,391,1267,6542,49.92,11,1,Diesel,Automatic,Honda,City,First,27.61
2.86,387,848,14463,71.08,0,1,Diesel,Automatic,Ford,City,First,34.01
1.76,123,2477,7415,72.2,13,3,Petrol,Manual,BMW,Highway,Third,21.76
3.81,266,845,15983,66.85,14,4,Diesel,Manual,Ford,City,First,31.18
3.23,362,2498,17905,74.84,0,2,Petrol,Automatic,Ford,Mixed,Third,14.06
2.43,362,2108,27474,46.14,14,3,Diesel,Manual,Ford,City,Third,30.94
4.65,360,1579,26601,34.41,4,2,Electric,Manual,BMW,City,First,24.48
1.08,249,2451,10387,32.91,5,4,Diesel,Manual,Toyota,City,Third,35.7
2.26,291,881,26563,72.61,11,3,Diesel,Automatic,Ford,Mixed,Third,37.42
1.23,343,1867,13187,66.52,2,5,Electric,Manual,Toyota,Highway,Third,37.41
4.07,313,1754,11643,64.93,13,3,Petrol,Manual,Hyundai,Highway,First,14.93
3.81,223,1072,20667,46.98,2,4,Petrol,Automatic,Honda,City,Second,17.25
2.33,373,1193,29044,49.0,2,1,Petrol,Automatic,Hyundai,Mixed,Second,21.96
3.7,342,1589,16246,77.91,0,3,Petrol,Automatic,BMW,City,Second,14.38
2.58,204,1394,7458,33.19,4,5,Electric,Manual,BMW,Highway,Second,35.62
4.03,382,857,11028,68.69,0,3,Petrol,Automatic,Toyota,Highway,Second,18.5
2.82,77,1364,10447,45.48,9,1,Petrol,Manual,Toyota,Mixed,First,21.78
2.65,197,800,25943,31.95,9,3,Petrol,Manual,Ford,Mixed,First,24.14
4.74,125,1015,24133,67.13,2,5,Petrol,Automatic,Hyundai,Highway,Second,19.47
2.0,195,2140,6948,46.55,12,4,Petrol,Automatic,Toyota,Highway,Second,20.26
1.48,228,2051,11306,66.11,5,5,Diesel,Automatic,Toyota,Highway,Third,38.46
3.34,128,2296,13251,65.38,10,4,Diesel,Automatic,Toyota,City,Third,28.58
4.88,127,2307,13092,56.74,5,5,Petrol,Automatic,Honda,Highway,Third,13.0
2.51,209,1565,29908,68.87,2,2,Electric,Automatic,Toyota,Highway,Second,36.12
1.25,245,1470,17363,59.05,8,3,Electric,Manual,Honda,Mixed,Second,37.15
2.36,177,2110,19066,44.33,7,3,Diesel,Automatic,BMW,Highway,First,36.27
3.02,280,1310,21129,66.71,10,1,Electric,Manual,Ford,Highway,Third,33.54
1.65,143,2401,20776,59.46,2,2,Diesel,Manual,Hyundai,Mixed,Third,38.19
3.63,236,1714,5189,30.64,4,1,Petrol,Manual,Toyota,Highway,First,18.56
4.99,373,2281,16752,75.08,4,3,Petrol,Manual,Honda,Mixed,First,9.44
2.81,302,894,27392,57.28,14,1,Electric,Manual,Toyota,Mixed,First,33.24
2.42,396,1292,12482,73.43,13,4,Electric,Manual,Toyota,Mixed,Third,30.93
2.6,251,1564,21679,74.14,4,2,Electric,Automatic,Honda,Mixed,First,32.3
1.46,191,1821,29752,52.25,2,5,Petrol,Manual,Toyota,Mixed,Second,26.0
4.53,272,949,29552,55.38,4,4,Petrol,Manual,Hyundai,Mixed,Second,17.87
2.66,98,1846,5799,50.79,4,5,Electric,Manual,BMW,Mixed,Second,32.9
2.55,271,1555,28387,52.47,3,1,Electric,Automatic,Ford,Highway,First,34.99
3.64,162,2038,14934,74.76,3,3,Electric,Manual,Toyota,City,Third,27.72
2.77,398,1198,29790,69.41,1,4,Electric,Manual,Honda,Highway,Third,35.67
3.59,245,1209,24084,36.33,8,2,Diesel,Automatic,Hyundai,Mixed,First,32.95
1.25,399,930,13788,60.52,14,5,Electric,Automatic,Toyota,Mixed,First,34.62
4.25,280,1654,14909,79.8,6,4,Electric,Automatic,BMW,Highway,Third,27.44
4.76,253,947,17415,59.78,0,3,Diesel,Manual,BMW,City,Second,30.61
3.6,164,1180,15790,69.29,4,2,Diesel,Automatic,Honda,Highway,Second,36.02
4.82,342,1932,18846,68.45,1,2,Diesel,Automatic,Toyota,Highway,Third,28.1
1.61,206,1351,27257,47.52,9,5,Diesel,Automatic,Toyota,Highway,First,41.32
2.91,306,1944,9714,48.59,5,4,Electric,Manual,Toyota,City,Second,27.87
3.41,334,1094,27875,66.2,6,4,Petrol,Automatic,BMW,Mixed,Second,18.52
3.33,204,1943,29717,55.0,11,2,Petrol,Manual,Toyota,City,Second,16.27
2.61,213,1255,16408,58.53,1,1,Petrol,Manual,Toyota,Highway,First,25.13
2.35,88,2353,7839,65.65,10,2,Petrol,Automatic,Toyota,Highway,First,20.1
1.51,300,968,8513,68.88,5,3,Petrol,Manual,Toyota,City,Second,23.77
2.57,203,1509,18601,43.58,14,4,Petrol,Manual,Honda,City,First,18.79
1.65,183,1966,6135,37.34,12,5,Diesel,Manual,BMW,Mixed,Third,36.26
3.94,208,836,27741,44.59,2,4,Diesel,Automatic,Ford,Mixed,First,34.94
1.84,194,2084,16913,55.38,8,2,Petrol,Manual,Honda,City,Third,20.18
1.23,273,1030,15101,47.11,14,3,Electric,Automatic,Toyota,Mixed,Second,35.97
3.21,130,1053,23631,58.42,3,1,Electric,Manual,Ford,Highway,Second,37.14
3.38,319,1128,11548,32.67,2,4,Petrol,Automatic,Hyundai,City,Third,16.58
4.49,367,2120,9516,55.49,12,2,Electric,Manual,Ford,Mixed,Second,21.66
3.31,82,1779,9102,48.4,10,2,Diesel,Manual,Honda,Highway,Second,35.42
2.38,324,809,21217,56.73,2,2,Diesel,Automatic,BMW,City,Second,36.63
4.21,154,1245,22932,51.13,1,3,Electric,Manual,Honda,Mixed,First,31.28
3.16,89,1721,27916,44.21,11,2,Petrol,Automatic,BMW,Highway,First,21.15
1.32,119,1635,9511,75.21,8,2,Diesel,Automatic,BMW,City,Third,37.54
3.26,233,2053,24215,39.24,7,2,Electric,Manual,BMW,Mixed,Third,29.54
4.63,161,2359,19024,64.07,4,4,Electric,Automatic,Hyundai,Highway,First,25.86
2.59,157,877,16413,76.23,13,2,Diesel,Manual,Ford,Highway,Second,40.02
2.19,138,2248,21319,56.93,13,3,Diesel,Automatic,Honda,Highway,First,35.91
1.57,106,992,24446,73.82,12,4,Petrol,Automatic,Honda,Highway,Second,28.14
1.61,322,1200,17715,36.24,8,2,Electric,Automatic,BMW,City,Third,33.35
2.73,321,908,12975,54.69,12,1,Petrol,Manual,Hyundai,Highway,Third,22.39
3.38,209,1591,24436,52.85,1,3,Diesel,Manual,Hyundai,City,Third,33.7
1.32,237,1062,17621,30.41,5,1,Electric,Manual,Toyota,City,First,37.51
4.76,123,1128,15511,52.16,6,3,Diesel,Manual,Hyundai,Mixed,First,31.79
4.02,247,1162,28594,48.45,5,1,Diesel,Automatic,BMW,City,Second,31.11
3.35,366,2201,24923,63.49,14,2,Diesel,Manual,BMW,Highway,Third,30.92
4.31,370,2164,15558,76.92,2,1,Petrol,Manual,Ford,City,Second,10.84
1.32,175,1058,5526,34.29,9,1,Diesel,Automatic,BMW,City,Second,38.43
2.91,206,2158,24191,46.37,13,3,Petrol,Manual,Ford,Mixed,First,17.54
3.52,259,884,6753,52.2,9,2,Diesel,Manual,Hyundai,City,First,32.24
4.31,197,2345,19656,52.76,9,3,Diesel,Automatic,Toyota,Mixed,Second,26.62
4.13,116,2394,28266,68.74,8,2,Electric,Manual,Honda,City,Second,25.63
2.11,74,1107,15220,52.17,13,5,Diesel,Manual,BMW,Mixed,Second,39.66
4.76,326,1061,23038,31.36,14,4,Electric,Manual,Hyundai,City,First,24.25
1.5,369,1596,17741,65.51,11,4,Electric,Manual,BMW,Highway,Second,35.9
4.5,219,1430,9841,74.24,7,3,Petrol,Manual,Ford,City,First,13.28
4.88,363,1479,9041,55.7,14,2,Electric,Automatic,Hyundai,Mixed,Third,21.11
1.71,312,1664,26408,59.06,7,1,Electric,Manual,Honda,Mixed,Third,35.12
3.89,344,2275,13965,38.15,7,4,Diesel,Manual,Ford,Highway,Second,29.58
1.16,277,2074,19418,41.03,8,3,Diesel,Manual,Hyundai,Highway,First,40.08
2.62,184,1123,9417,41.76,0,3,Petrol,Manual,Honda,Mixed,Third,23.55
3.07,264,1724,13977,51.54,7,3,Electric,Manual,Ford,Highway,First,32.11
3.32,239,2052,26019,76.41,1,2,Electric,Manual,Honda,City,First,29.01
4.74,151,2459,19587,56.09,3,3,Petrol,Manual,Hyundai,City,Third,11.21
3.69,223,2419,24267,39.6,0,5,Diesel,Manual,Ford,Highway,Second,33.28
2.93,210,2120,27268,43.3,11,1,Electric,Automatic,Toyota,City,Second,27.46
4.24,383,1526,5448,49.2,5,3,Petrol,Manual,BMW,City,Third,11.83
4.8,215,2060,24694,61.16,9,2,Diesel,Manual,Toyota,Highway,First,29.47
1.09,392,1777,9585,52.0,0,1,Petrol,Manual,Honda,Mixed,Second,23.66
4.93,191,2448,17751,49.62,11,1,Petrol,Automatic,Hyundai,City,First,8.0
1.34,321,1016,13108,58.24,4,4,Electric,Manual,BMW,Highway,Third,39.93
4.26,380,2069,25793,42.09,14,3,Diesel,Automatic,Hyundai,Mixed,Second,25.17
2.12,158,1247,20534,33.95,8,3,Electric,Manual,Honda,City,Second,34.95
1.53,127,1118,29257,31.22,0,2,Electric,Manual,Hyundai,City,Second,39.84
2.76,132,1793,16443,42.56,8,5,Diesel,Manual,Ford,Highway,Third,37.48
3.58,377,2255,27435,34.58,3,5,Diesel,Manual,Ford,City,Third,28.57
2.52,349,2227,29960,46.82,2,4,Diesel,Automatic,Honda,Mixed,Third,33.08
1.22,141,836,5294,68.65,7,5,Electric,Automatic,Hyundai,Highway,First,40.77
3.4,78,2399,6238,65.81,5,2,Diesel,Manual,Honda,Highway,First,33.67
4.61,163,1530,20321,60.55,6,4,Diesel,Manual,BMW,Highway,First,32.75
2.53,221,2165,21074,72.63,8,3,Diesel,Manual,Hyundai,Highway,Second,36.21
1.87,109,1810,18049,44.1,4,5,Petrol,Manual,Ford,Mixed,Second,24.39
2.77,131,2212,29425,74.25,12,2,Diesel,Automatic,Toyota,Mixed,Second,33.09
1.19,323,1857,7816,49.96,1,2,Electric,Manual,Ford,Mixed,Third,35.58
4.28,138,838,6098,50.04,2,3,Petrol,Automatic,Hyundai,Mixed,Third,17.95
4.31,314,2402,19679,50.27,2,2,Electric,Automatic,Hyundai,Mixed,Second,23.3
3.35,239,1008,6737,34.9,3,4,Petrol,Automatic,Hyundai,Mixed,Third,19.0
2.41,247,1629,23573,78.77,9,4,Diesel,Manual,Hyundai,Highway,First,38.18
4.2,258,1655,7765,36.93,6,1,Petrol,Manual,BMW,Highway,First,16.5
3.22,329,1975,22606,47.04,11,3,Electric,Automatic,Toyota,Highway,Third,28.73
4.3,141,1698,19230,45.97,9,2,Petrol,Automatic,Ford,Mixed,First,14.59
3.53,86,2188,16434,33.73,5,5,Diesel,Automatic,BMW,Highway,First,33.51
4.14,126,2022,27933,37.61,2,4,Diesel,Manual,Honda,Mixed,First,32.34
3.39,287,1400,17091,32.24,14,3,Electric,Manual,Hyundai,Highway,Second,30.92
2.66,176,1559,5410,44.62,13,3,Petrol,Automatic,Ford,Mixed,Third,18.11
4.83,373,1902,24329,73.33,6,4,Electric,Manual,Honda,Mixed,Third,23.55
3.16,242,2300,29486,46.97,3,1,Electric,Manual,Toyota,Mixed,Second,30.05
3.42,288,1233,9786,36.18,9,3,Electric,Manual,Ford,City,First,28.24
1.88,316,1641,14069,62.28,10,2,Diesel,Automatic,BMW,City,Second,33.34
3.5,287,831,22170,79.83,10,5,Petrol,Manual,Honda,Mixed,First,19.73
3.29,100,1910,23493,41.62,7,5,Diesel,Manual,Ford,Highway,Second,36.49
1.74,116,2374,26830,43.98,14,4,Diesel,Automatic,BMW,Mixed,First,35.45
1.24,203,1192,10835,78.59,6,3,Diesel,Automatic,Hyundai,Mixed,Second,40.33
3.42,177,2436,6986,38.94,6,5,Petrol,Manual,Ford,City,Second,13.67
4.05,141,2067,13126,55.56,8,3,Diesel,Automatic,Hyundai,Mixed,First,28.78
3.09,396,2055,14070,41.98,7,4,Diesel,Automatic,Honda,City,First,27.6
1.91,177,1709,12300,76.62,11,1,Diesel,Manual,Honda,Highway,Third,39.09
3.67,378,2403,27093,79.08,0,5,Petrol,Automatic,Honda,Highway,Third,15.56
1.32,341,991,20548,70.73,6,2,Petrol,Automatic,Hyundai,Highway,Second,26.88
2.77,240,2363,7403,45.74,14,4,Electric,Manual,Hyundai,Mixed,Second,27.34
1.65,185,1069,13262,50.17,2,1,Diesel,Manual,BMW,City,Third,40.26
1.74,398,1537,15502,42.12,11,2,Diesel,Manual,Ford,Mixed,Third,35.81
1.81,143,876,25785,74.54,3,2,Petrol,Automatic,BMW,Highway,First,29.09
2.55,325,1534,11701,75.73,5,5,Petrol,Manual,Hyundai,Mixed,Third,19.9
1.2,150,1683,8295,50.94,4,3,Diesel,Automatic,Ford,City,Second,38.02
2.59,337,1990,20687,62.83,7,4,Electric,Manual,Honda,City,Third,28.87
3.05,197,1083,17875,38.28,1,2,Electric,Manual,BMW,Highway,Third,36.63
2.93,395,1912,7121,51.75,4,5,Diesel,Automatic,BMW,Highway,Third,32.14
2.53,304,1343,8582,61.57,4,1,Electric,Automatic,BMW,Highway,Third,33.63
4.36,110,1448,19477,49.27,14,2,Electric,Manual,Hyundai,Mixed,Second,27.95
1.58,250,1979,25581,47.88,2,1,Diesel,Automatic,Ford,City,Third,36.31
3.02,226,1049,14821,30.05,13,4,Electric,Manual,Honda,Mixed,Third,32.07
1.25,128,894,10700,70.21,9,5,Petrol,Automatic,Hyundai,Highway,Second,28.67
1.28,318,816,12232,74.47,14,1,Diesel,Manual,Honda,City,Third,38.5
3.3,261,916,9288,78.47,14,3,Petrol,Manual,Toyota,Highway,Second,20.63
3.26,93,1782,6085,65.96,12,1,Diesel,Automatic,Toyota,City,Third,30.12
4.51,149,1132,20891,57.44,4,1,Petrol,Manual,Honda,City,Third,16.56
3.23,203,2345,20600,43.46,3,5,Electric,Manual,Toyota,Highway,Third,31.38
4.84,282,1903,13645,79.96,10,5,Petrol,Automatic,Ford,City,First,8.3
1.19,235,1445,24005,59.49,4,2,Petrol,Automatic,Ford,City,Third,24.12
